dataset,method,threads,query_contexts,coroutines,ef,top_k,query_rows,profile_seconds,samples,lost_samples,event,distance_symbol,distance_self_percent,qps,posts_per_query,bytes_per_query,binary_sha256,runner_sha256,perf_data_sha256,protocol_fingerprint
SIFT1M,SHINE-derived,1,1,8,100,10,200000,20,3000,0,cycles:u,l2,5.16,742.0,1760.14804,898273.65752,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,3d20f0968654a3ad27fa1b4624c5425e1844258a1a75cc905232ac78e68bcf6e,1a9ba844d4ae0509cf80b51eeb66a4235ce7577eb910240317ae7ef3e1aa74f3,4ca6cfeed2fac78516324082be8b3f6705d40574a3831266719d17dbf1ad1319
