dataset,ef,campaign_id,protocol_fingerprint,binary_sha256,threads,duration_s,measurement_mode,processed_queries,expected_queries,failed_queries,wall_seconds,top_k,metric,query_rows,ground_truth_rows,query_rows_per_ground_truth,qps_recomputed,recall,latency_us,network_us,compute_us,meta_us,deserialize_us,raw_qps_buggy,server_rss_before_gb,server_rss_after_gb,status
tti10M,48,vldb-dhnsw-text-sift-node7-final-v3-20260713,e0de9cf9c92ae91dd277f2ed1ba05201d2aed6eb46169b5ffdb839305dabd0e4,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,23.930347,10,ip,10000,10000,1,417.879,0.573720,21916.200,2030.090,711.618,40.348,8337.090,45.6295,43.794,44.962,ok
tti10M,64,vldb-dhnsw-text-sift-node7-final-v3-20260713,e7501ee2b27d823c4dbb4771e18a50ede1c1230a1b0cb2bfc77342fdd866fefd,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,23.278033,10,ip,10000,10000,1,429.590,0.584520,19606.600,1992.380,633.583,43.911,6793.500,51.273,43.794,44.962,ok
tti10M,96,vldb-dhnsw-text-sift-node7-final-v3-20260713,6db22294e325f29dcc9aeeae1fbd9decdad1b4d6f418216052a72f640a9cc63c,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,24.193159,10,ip,10000,10000,1,413.340,0.593060,21178.200,1919.260,863.068,40.717,7026.280,47.7079,43.794,44.962,ok
tti10M,128,vldb-dhnsw-text-sift-node7-final-v3-20260713,f7f9ecd22b34e68c853fec81cc2f7dd9add2015f2e0bf18ab09c8fbc1a2cf81b,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,24.371837,10,ip,10000,10000,1,410.310,0.597500,21271.400,1948.000,1028.960,40.376,7217.730,47.4999,43.794,44.962,ok
tti10M,200,vldb-dhnsw-text-sift-node7-final-v3-20260713,0879106585396e29298d8e49be80acb3914c21c4ad16baab4a3d54a7b5b1f96b,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,24.528341,10,ip,10000,10000,1,407.692,0.601450,21569.300,1918.060,1421.550,37.644,7117.680,46.8669,43.794,44.962,ok
sift10M,48,vldb-dhnsw-text-sift-node7-final-v3-20260713,ea2542e1d246610fcdf07ae772f958be71ddc180c7d2ee3dfe6ad98ff97b298b,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,20.406349,10,l2,10000,10000,1,490.044,0.887570,17737.400,1542.990,599.526,44.646,6051.400,56.998,32.364,33.780,ok
sift10M,64,vldb-dhnsw-text-sift-node7-final-v3-20260713,a03bd3735d95e67e05a4ea3b8ed20e9a24ed25c1d21ab698511c3a209981a389,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,18.632140,10,l2,10000,10000,1,536.707,0.895070,16358.800,1545.100,591.147,38.149,5010.970,61.7884,32.364,33.780,ok
sift10M,96,vldb-dhnsw-text-sift-node7-final-v3-20260713,404f1bb8c141bc6e9ace65c1cf0063172c4d5d1bf639e1bb87ed5e48fc11a8ef,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.268093,10,l2,10000,10000,1,470.188,0.900950,18840.100,1580.150,1052.380,37.368,6509.620,53.4927,32.364,33.780,ok
sift10M,128,vldb-dhnsw-text-sift-node7-final-v3-20260713,297856bcdc09dda9d9c141b7300d7d3cfef525aba886fc2bfe687309ffdd6b30,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.570609,10,l2,10000,10000,1,463.594,0.902990,19255.300,1552.560,1345.300,37.228,6716.350,52.2258,32.364,33.780,ok
sift10M,200,vldb-dhnsw-text-sift-node7-final-v3-20260713,332fb1216ae6a92185a83a6e481a712ef0a3660fd437d5833bb373c99b5208e2,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.716187,10,l2,10000,10000,1,460.486,0.904630,19590.500,1620.730,1644.690,43.875,6378.490,51.4408,32.364,33.780,ok
