dataset,ef,campaign_id,protocol_fingerprint,binary_sha256,threads,duration_s,measurement_mode,processed_queries,expected_queries,failed_queries,wall_seconds,top_k,metric,query_rows,ground_truth_rows,query_rows_per_ground_truth,qps_recomputed,recall,latency_us,network_us,compute_us,meta_us,deserialize_us,raw_qps_buggy,server_rss_before_gb,server_rss_after_gb,status
tti10M,48,vldb-dhnsw-text-sift-node7-final-v3-20260713,e0de9cf9c92ae91dd277f2ed1ba05201d2aed6eb46169b5ffdb839305dabd0e4,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,23.168818,10,ip,10000,10000,1,431.615,0.573590,21691.900,1910.090,504.639,37.828,7489.010,46.0915,43.794,44.921,ok
tti10M,64,vldb-dhnsw-text-sift-node7-final-v3-20260713,e7501ee2b27d823c4dbb4771e18a50ede1c1230a1b0cb2bfc77342fdd866fefd,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,24.343679,10,ip,10000,10000,1,410.784,0.584470,20766.400,1860.090,617.042,41.589,7166.560,48.8071,43.794,44.921,ok
tti10M,96,vldb-dhnsw-text-sift-node7-final-v3-20260713,6db22294e325f29dcc9aeeae1fbd9decdad1b4d6f418216052a72f640a9cc63c,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,24.614491,10,ip,10000,10000,1,406.265,0.592570,20845.300,2046.790,843.990,41.304,7518.210,48.3211,43.794,44.921,ok
tti10M,128,vldb-dhnsw-text-sift-node7-final-v3-20260713,f7f9ecd22b34e68c853fec81cc2f7dd9add2015f2e0bf18ab09c8fbc1a2cf81b,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,27.295018,10,ip,10000,10000,1,366.367,0.596720,24000.000,2043.340,1395.180,37.666,9165.650,42.0383,43.794,44.921,ok
tti10M,200,vldb-dhnsw-text-sift-node7-final-v3-20260713,0879106585396e29298d8e49be80acb3914c21c4ad16baab4a3d54a7b5b1f96b,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,25.723025,10,ip,10000,10000,1,388.757,0.600850,21933.000,1901.760,1468.930,39.501,7344.530,46.1784,43.794,44.921,ok
sift10M,48,vldb-dhnsw-text-sift-node7-final-v3-20260713,ea2542e1d246610fcdf07ae772f958be71ddc180c7d2ee3dfe6ad98ff97b298b,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.239795,10,l2,10000,10000,1,470.814,0.887590,18052.400,1729.300,651.456,41.469,6383.290,55.8629,32.365,33.767,ok
sift10M,64,vldb-dhnsw-text-sift-node7-final-v3-20260713,a03bd3735d95e67e05a4ea3b8ed20e9a24ed25c1d21ab698511c3a209981a389,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.101186,10,l2,10000,10000,1,473.907,0.894930,18907.400,1607.810,795.343,39.072,6251.650,53.2731,32.365,33.767,ok
sift10M,96,vldb-dhnsw-text-sift-node7-final-v3-20260713,404f1bb8c141bc6e9ace65c1cf0063172c4d5d1bf639e1bb87ed5e48fc11a8ef,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,20.809891,10,l2,10000,10000,1,480.541,0.900940,18435.400,1580.780,1011.900,39.015,6209.690,54.7778,32.365,33.767,ok
sift10M,128,vldb-dhnsw-text-sift-node7-final-v3-20260713,297856bcdc09dda9d9c141b7300d7d3cfef525aba886fc2bfe687309ffdd6b30,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.330792,10,l2,10000,10000,1,468.806,0.902990,18615.000,1522.760,1205.100,38.517,6380.050,54.3223,32.365,33.767,ok
sift10M,200,vldb-dhnsw-text-sift-node7-final-v3-20260713,332fb1216ae6a92185a83a6e481a712ef0a3660fd437d5833bb373c99b5208e2,60ddb08234a93c431f94fea3cb37d9b109a3feb207d7b72eb8887bc28afff595,10,20,fixed_query_pool,10000,10000,0,21.085774,10,l2,10000,10000,1,474.253,0.904610,18911.600,1559.540,1548.580,39.711,5935.910,53.4113,32.365,33.767,ok
