dataset,repeat,position,policy,binary_sha256,input_signature,source_tree_sha256,compute_host,requested_bytes,fixed_bytes,record_bytes,admitted_bytes,physical_bytes,unused_bytes,selected_records,total_records,selection_hash,result_hash_version,result_hash,physical_hash_version,physical_hash_algorithm,physical_hash_scope,header_hash_scope,descriptor_hash_scope,map_hash_scope,offset_table_hash_scope,record_payload_hash_scope,selected_uid_hash_scope,budget_map_owner_mn,header_hash,descriptor_hash,map_hash,selected_uid_hash,offset_table_hashes,record_payload_hashes,physical_signature,total_benefit,build_mode,build_workers,rank_workers,rank_workers_recorded,staging_bytes,record_write_posts,processed,qps,recall,p50_us,p95_us,p99_us,posts_per_query,bytes_per_query,build_total_ms,build_rank_ms,build_materialize_ms,build_record_assemble_ms,build_record_publish_ms,result_json,stderr
DEEP1M,2,0,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467208,2147483600,2147483600,48,940513,1000000,14503179415101976270,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,5d57bd4142e78a1d,52707eb37387a75d,f1e4fe9ec3fda9d8,127cbe172e16b367,7caa3ce99bf0587f,c9750d306eec8073,809792803cc26be6cf7015e4c13ae061f7e26efba57e4ca30f4f9d77a81be483,447930492,staged,20,20,1,67108864,32,10000,18630.0,0.98907,3231.678,4430.42,5411.468,217.4765,556178.2164,6748.230327,1254.183043,4140.379308,877.744288,186.698947,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r2/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r2/run.err
DEEP1M,2,1,benefit,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467200,2147483592,2147483592,56,902376,1000000,4288443748142003121,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,1b250143df7c7408,7db9ce7d2e791dd5,99dc0fe01d605f39,2514a3beed748b40,00956dac22472bf4,331c3cbe671918f1,704bacb28c03713fd7edee8170a50123d72991e3115e194d7d5c3bebb2297be2,453429280,staged,20,20,1,67108864,32,10000,20319.0,0.98907,3048.683,3415.562,3807.351,209.857,536648.994,6272.730046,268.379759,4143.15558,876.352145,186.70138799999998,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r2/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r2/run.err
DEEP1M,2,2,indeg,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467184,2147483576,2147483576,72,902444,1000000,3419091514454289038,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,abb4078e5949a39b,7cc37b9d1b5648c5,8454b254a51aa265,e35bd0712ea33162,20f081448da89e89,26e086b5673f63da,e238f79873f954275c63c87e7a3fa6a0a833514ad81aaebef74f15d549ddd31b,453429240,staged,20,20,1,67108864,32,10000,20563.0,0.98907,3021.152,3385.02,3766.884,209.8649,536666.636,6020.304188,271.05677199999997,4164.593624,858.832273,186.768519,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r2/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r2/run.err
DEEP1M,3,0,benefit,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467200,2147483592,2147483592,56,902376,1000000,4288443748142003121,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,1b250143df7c7408,7db9ce7d2e791dd5,99dc0fe01d605f39,2514a3beed748b40,00956dac22472bf4,331c3cbe671918f1,704bacb28c03713fd7edee8170a50123d72991e3115e194d7d5c3bebb2297be2,453429280,staged,20,20,1,67108864,32,10000,20542.0,0.98907,3019.495,3378.878,3824.228,209.857,536648.994,6277.060925,269.637819,4147.455977,878.190024,186.746807,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r3/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r3/run.err
DEEP1M,3,1,indeg,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467184,2147483576,2147483576,72,902444,1000000,3419091514454289038,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,abb4078e5949a39b,7cc37b9d1b5648c5,8454b254a51aa265,e35bd0712ea33162,20f081448da89e89,26e086b5673f63da,e238f79873f954275c63c87e7a3fa6a0a833514ad81aaebef74f15d549ddd31b,453429240,staged,20,20,1,67108864,32,10000,20538.0,0.98907,3020.197,3382.637,3756.206,209.8649,536666.636,5983.633747,268.131916,4134.358435,870.0615319999999,186.677676,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r3/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r3/run.err
DEEP1M,3,2,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467208,2147483600,2147483600,48,940513,1000000,14503179415101976270,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,5d57bd4142e78a1d,52707eb37387a75d,f1e4fe9ec3fda9d8,127cbe172e16b367,7caa3ce99bf0587f,c9750d306eec8073,809792803cc26be6cf7015e4c13ae061f7e26efba57e4ca30f4f9d77a81be483,447930492,staged,20,20,1,67108864,32,10000,18636.0,0.98907,3239.041,4415.326,5462.369,217.4765,556178.2164,6750.64076,1239.470651,4161.20731,866.811426,186.76769099999999,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r3/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r3/run.err
DEEP1M,4,0,indeg,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467184,2147483576,2147483576,72,902444,1000000,3419091514454289038,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,abb4078e5949a39b,7cc37b9d1b5648c5,8454b254a51aa265,e35bd0712ea33162,20f081448da89e89,26e086b5673f63da,e238f79873f954275c63c87e7a3fa6a0a833514ad81aaebef74f15d549ddd31b,453429240,staged,20,20,1,67108864,32,10000,20323.0,0.98907,3049.731,3405.957,3805.029,209.8649,536666.636,5993.077505,267.585575,4141.553378,869.078436,186.757003,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r4/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r4/run.err
DEEP1M,4,1,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467208,2147483600,2147483600,48,940513,1000000,14503179415101976270,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,5d57bd4142e78a1d,52707eb37387a75d,f1e4fe9ec3fda9d8,127cbe172e16b367,7caa3ce99bf0587f,c9750d306eec8073,809792803cc26be6cf7015e4c13ae061f7e26efba57e4ca30f4f9d77a81be483,447930492,staged,20,20,1,67108864,32,10000,19093.0,0.98907,3157.8830000000003,4318.705,5273.242,217.4765,556178.2164,6692.108172,1228.751742,4116.297408,865.7181019999999,186.69312599999998,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r4/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r4/run.err
DEEP1M,4,2,benefit,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467200,2147483592,2147483592,56,902376,1000000,4288443748142003121,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,1b250143df7c7408,7db9ce7d2e791dd5,99dc0fe01d605f39,2514a3beed748b40,00956dac22472bf4,331c3cbe671918f1,704bacb28c03713fd7edee8170a50123d72991e3115e194d7d5c3bebb2297be2,453429280,staged,20,20,1,67108864,32,10000,20305.0,0.98907,3049.3250000000003,3425.339,3833.882,209.857,536648.994,6282.234428,268.642113,4155.879682,877.466994,186.765482,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r4/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r4/run.err
DEEP1M,5,0,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467208,2147483600,2147483600,48,940513,1000000,14503179415101976270,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,5d57bd4142e78a1d,52707eb37387a75d,f1e4fe9ec3fda9d8,127cbe172e16b367,7caa3ce99bf0587f,c9750d306eec8073,809792803cc26be6cf7015e4c13ae061f7e26efba57e4ca30f4f9d77a81be483,447930492,staged,20,20,1,67108864,32,10000,18612.0,0.98907,3240.623,4395.813,5390.341,217.4765,556178.2164,6713.115323,1222.471315,4139.137002,872.276394,186.707857,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r5/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/hop/r5/run.err
DEEP1M,5,1,benefit,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467200,2147483592,2147483592,56,902376,1000000,4288443748142003121,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,1b250143df7c7408,7db9ce7d2e791dd5,99dc0fe01d605f39,2514a3beed748b40,00956dac22472bf4,331c3cbe671918f1,704bacb28c03713fd7edee8170a50123d72991e3115e194d7d5c3bebb2297be2,453429280,staged,20,20,1,67108864,32,10000,20367.0,0.98907,3047.7580000000003,3419.091,3806.195,209.857,536648.994,6251.569277,267.872059,4131.095742,876.3660689999999,186.75445399999998,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r5/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/benefit/r5/run.err
DEEP1M,5,2,indeg,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,9a3a08bb2c42513837965f136afdf965f5f29224599dfc845b6c960eb8505703,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,2147483648,12016392,2135467184,2147483576,2147483576,72,902444,1000000,3419091514454289038,1,8822020575971608226,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,abb4078e5949a39b,7cc37b9d1b5648c5,8454b254a51aa265,e35bd0712ea33162,20f081448da89e89,26e086b5673f63da,e238f79873f954275c63c87e7a3fa6a0a833514ad81aaebef74f15d549ddd31b,453429240,staged,20,20,1,67108864,32,10000,20304.0,0.98907,3050.23,3403.631,3819.965,209.8649,536666.636,5991.959135,269.64498299999997,4141.147234,876.538244,186.69744,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r5/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/DEEP1M/b2147483648/indeg/r5/run.err
SIFT1M,0,0,benefit,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854472,536870864,536870864,48,139027,1000000,13235977918877283193,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,3516f61bdb7ef3e2,be8be56c2568c449,0b896a346ccd1ab5,6b4716d17511f578,f7f5242b3643623d,671f304460a6bf54,468d48bea5d932b55950c2e104683a979bb0f00b1fdde2e7a9040902c710d7ad,140335454,staged,20,20,1,67108864,8,10000,5489.0,0.99222,11600.59,13157.948,13904.935,356.1515,1253266.0712,3135.60232,243.117901,1135.584393,280.859218,45.907911,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/benefit/r0/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/benefit/r0/run.err
SIFT1M,0,1,indeg,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854432,536870824,536870824,88,139454,1000000,15004748774511870811,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,8b967196ff8cf032,e1da0c999be469f1,38f014bf5ddcd6e8,e2b501a6cb5a1d15,e58929d792855d7e,da219abb0e9018bc,659f61d8d7d56fd84a0a24c8612c1bae7a3b993501ad8b5239fbf47fdc174ca7,140334724,staged,20,20,1,67108864,8,10000,5477.0,0.99222,11627.602,13152.288,13881.235,356.1533,1253957.5604,2981.77227,244.22116799999998,1151.42311,279.514119,45.914718,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/indeg/r0/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/indeg/r0/run.err
SIFT1M,0,2,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854488,536870880,536870880,32,162177,1000000,10479203735952711308,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,bc360b5f2ffcb396,d1b0b42692a58d39,028dbf7505b204d0,d0d1536330dc805d,39cb47dadc687e82,68854692262e3065,3b02846274865efeccc3171317aa31bf0a233ec50a755b3b8dac7bee72b668d9,97542950,staged,20,20,1,67108864,8,10000,4893.0,0.99222,13281.588,16458.83,17804.431,370.8976,1383615.1976,3709.75423,1090.949241,1143.844314,269.452472,45.916553,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/hop/r0/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/hop/r0/run.err
SIFT1M,1,0,indeg,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854432,536870824,536870824,88,139454,1000000,15004748774511870811,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,8b967196ff8cf032,e1da0c999be469f1,38f014bf5ddcd6e8,e2b501a6cb5a1d15,e58929d792855d7e,da219abb0e9018bc,659f61d8d7d56fd84a0a24c8612c1bae7a3b993501ad8b5239fbf47fdc174ca7,140334724,staged,20,20,1,67108864,8,10000,5499.0,0.99222,11567.941,13092.66,13835.004,356.1533,1253957.5604,2966.324381,242.57457399999998,1143.740951,286.23022299999997,45.912164999999995,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/indeg/r1/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/indeg/r1/run.err
SIFT1M,1,1,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854488,536870880,536870880,32,162177,1000000,10479203735952711308,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,bc360b5f2ffcb396,d1b0b42692a58d39,028dbf7505b204d0,d0d1536330dc805d,39cb47dadc687e82,68854692262e3065,3b02846274865efeccc3171317aa31bf0a233ec50a755b3b8dac7bee72b668d9,97542950,staged,20,20,1,67108864,8,10000,4896.0,0.99222,13269.539,16421.579,17677.997,370.8976,1383615.1976,3709.387347,1086.795826,1148.616429,265.760589,45.903276,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/hop/r1/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/hop/r1/run.err
SIFT1M,1,2,benefit,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854472,536870864,536870864,48,139027,1000000,13235977918877283193,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,3516f61bdb7ef3e2,be8be56c2568c449,0b896a346ccd1ab5,6b4716d17511f578,f7f5242b3643623d,671f304460a6bf54,468d48bea5d932b55950c2e104683a979bb0f00b1fdde2e7a9040902c710d7ad,140335454,staged,20,20,1,67108864,8,10000,5509.0,0.99222,11542.337,13134.218,13928.575,356.1515,1253266.0712,3140.6233389999998,243.311006,1139.657906,279.74641199999996,45.900749999999995,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/benefit/r1/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/benefit/r1/run.err
SIFT1M,2,0,hop,bf377c5ad52c743759777a38a0fe6d764b8aced6f81b528f80091621e61e8ac8,d1daa707b63b20514946d08ba4e8b307bd894b1203834a4496df2a0da98d1eca,57976c8bda972c3d2040823766661cb9d790545f2b82a6caa325f6c375aea44c,skv-node3,536870912,12016392,524854488,536870880,536870880,32,162177,1000000,10479203735952711308,1,17728295184175731646,2,fnv1a64,field_scoped_physical_artifacts,replicated_header_source_bytes,descriptor_slice_of_replicated_header,global_budget_map_source_bytes,per_mn_offset_table_source_bytes,per_mn_record_payload_source_bytes,global_selected_uid_u32le_sequence,0,bc360b5f2ffcb396,d1b0b42692a58d39,028dbf7505b204d0,d0d1536330dc805d,39cb47dadc687e82,68854692262e3065,3b02846274865efeccc3171317aa31bf0a233ec50a755b3b8dac7bee72b668d9,97542950,staged,20,20,1,67108864,8,10000,4898.0,0.99222,13273.103000000001,16511.91,17708.291,370.8976,1383615.1976,3715.210772,1089.234741,1150.5354419999999,272.430909,45.908725999999994,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/hop/r2/result.json,/home/kvgroup/chaomei/graphbeyond-c1-vldb-v2-20260716/results/vldb_v3_evidence_v2_node3_materialization_policy_formal_20260716T204600Z/raw/SIFT1M/b536870912/hop/r2/run.err
