dataset,method,variant,campaign_id,protocol_fingerprint,binary_sha256,run_id,run_kind,trace,measurement_mode,threads,query_contexts,coroutines,top_k,metric,ef,m,efc,query_suffix,lavd,index_region_bytes,lavd_region_bytes,env,recall,qps,p50_us,p95_us,p99_us,posts_per_q,bytes_per_q,processed,expected_queries,failed_queries,trace_csv,json,stderr,status
TEXT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,0a5541d2f8cdee4dc1b66f2ba8f282fa4b23efd84216b6b44ee3f892081b75f2,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,100,16,100,u10k,0,17179869184,0,none,0.79974,1689,11639.738,16537.913,20669.468,1843.7564,1435282.65,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef100.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef100.err,ok
TEXT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,4b5914d8fa755785c1fee8a82d74f836f105ddbb4d9e88723b8b3ea1ad098791,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,100,16,100,u10k,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.72041,14150,1329.791,1836.434,2420.392,111.6711,508036.3456,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef100.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef100.err,ok
TEXT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,e75060163ca2f4f9806d10a3d3ba00c90e415f055f897cf5a2e9c82e44406713,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,150,16,100,u10k,0,17179869184,0,none,0.84374,1238,16016.677,22239.478,27780.481,2504.6338,1946377.526,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef150.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef150.err,ok
TEXT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,3099935b11673e1d4837ebc037034e8660fec62f55527d8c57e294aa397f8f5d,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,150,16,100,u10k,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.76473,9937,1915.618,2550.143,3332.248,162.7328,741189.1688,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef150.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef150.err,ok
TEXT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,08fb25f59be7a20d9db927a0fcba94cdcb81c4840976b91b18b33a0c15106c14,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,200,16,100,u10k,0,17179869184,0,none,0.87107,991,20037.818,27866.404000000002,34154.552,3136.8976,2434050.9796,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef200.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef200.err,ok
TEXT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,fba860a55f7a8d56a85712de185eaa179b5e63c43d4f461387a1d91babf9429e,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,200,16,100,u10k,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.79052,7657,2514.775,3209.145,4263.745,213.3826,972361.6272,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef200.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef200.err,ok
TEXT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,ce78d1fcd910f0898a71e862608da8fda9d92296ac8419fafe756663bffed702,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,300,16,100,u10k,0,17179869184,0,none,0.9049,714,27868.53,38906.601,46465.624,4343.1042,3361776.2588,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef300.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef300.err,ok
TEXT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,f09b77e90f25b28d7e156ac0fda3615dd6db6ca79e6a7a9e505dc18074e190ed,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,300,16,100,u10k,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.82384,5253,3682.283,4530.717,6177.165,315.1871,1435762.2224,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef300.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef300.err,ok
TEXT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,e95fa1606de1e40d04ddbadb50080b88b509895c491ac7a32d576699f119c09c,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,500,16,100,u10k,0,17179869184,0,none,0.93526,469,42538.772000000004,59941.662000000004,69008.145,6588.4751,5081895.302,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef500.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef500.err,ok
TEXT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,df218532a94392174aedb703571453ed181348d230df96171f7024d16211d345,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,500,16,100,u10k,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.85669,3242,6014.961,7094.282,9464.368,518.1106,2357887.9008,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef500.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef500.err,ok
TEXT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,752f377752ddcbc47480038e1bce3921f419afa77dac825b5f1cf78f54e88fa0,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,800,16,100,u10k,0,17179869184,0,none,0.9548,314,63358.944,89971.508,99969.209,9726.7568,7475442.7216,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef800.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_shine_path_r5_measure_T10_ef800.err,ok
TEXT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,ded9b20429b236118c2e855a67a5259b3f9a425e54900405ffbd576758705be7,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,ip,800,16,100,u10k,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.88136,2065,9522.157000000001,10754.210000000001,14053.49,821.0509,3729170.0224,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef800.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/TEXT10M_slabwalk_expansion_r5_measure_T10_ef800.err,ok
SIFT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,7ef5e2ba0e1c294a2dedcdfa7cc98965d77cf8299e15fdba511e6777a70b79b5,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,l2,64,16,100,uniform,0,17179869184,0,none,0.90657,2234,9103.568,11282.976,12501.701000000001,1465.7615,751071.2348,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/SIFT10M_shine_path_r5_measure_T10_ef64.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/SIFT10M_shine_path_r5_measure_T10_ef64.err,ok
SIFT10M,SlabWalk,slabwalk_expansion,vldb-frontier-text-sift-sw-final-v2-20260714,d58b218d4855fe23bf7698ae299c0a29bb2106661ea66a2b10c37ba21e12ca65,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,l2,64,16,100,uniform,8,17179869184,42949672960,SHINE_CRANE=1 GB_BITMAP_DEDUP=1 SHINE_LAVD_NATIVE_PACKED_WRITE=1 SHINE_LAVD_VARBLOCK=1 SHINE_LAVD_BUILD_THREADS=20 SHINE_LAVD_BUILD_CPU_BASE=1 SHINE_LAVD_BUILD_CPU_STRIDE=2,0.90661,25564,749.688,860.523,968.167,67.6217,239400.7976,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/SIFT10M_slabwalk_expansion_r5_measure_T10_ef64.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/SIFT10M_slabwalk_expansion_r5_measure_T10_ef64.err,ok
SIFT10M,SHINE,shine_path,vldb-frontier-text-sift-sw-final-v2-20260714,b983dbfe72ca790fcc5df8dfaaa7951deb5f5090ce25867fc050b49d8f4b74c6,2e60c6ea3bb3893b66cbce65cfdc5d82faab4a74fcc469fdeb7b5ff8dda34fb6,r5,measure,0,fixed_query_pool,10,10,2,10,l2,96,16,100,uniform,0,17179869184,0,none,0.94151,1621,12618.024,15506.57,16651.331000000002,2009.8959,1029952.5392,10000,10000,0,,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/SIFT10M_shine_path_r5_measure_T10_ef96.json,/home/kvgroup/chaomei/graphbeyond-vldb-closure-20260713/evidence/frontier_text_sift_sw_final_v3_20260714/sw_r5/SIFT10M_shine_path_r5_measure_T10_ef96.err,ok
