dataset,ef,campaign_id,protocol_fingerprint,binary_sha256,threads,duration_s,measurement_mode,processed_queries,expected_queries,failed_queries,wall_seconds,top_k,metric,query_rows,ground_truth_rows,query_rows_per_ground_truth,qps_recomputed,recall,latency_us,network_us,compute_us,meta_us,deserialize_us,raw_qps_buggy,server_rss_before_gb,server_rss_after_gb,status
spacev1M,48,vldb-1m-seven-final-v2-20260715,2e657c7c4166dd8d923a87931c8db1d8068d79e30fde51196849943e642030d7,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.005917,10,l2,10000,10000,1,4985.251,0.787180,1889.990,312.976,897.138,33.198,1673.650,529.554,2.888,3.031,ok
spacev1M,64,vldb-1m-seven-final-v2-20260715,c25d5b33850d653370e034643c93798693f2a35973aee3606d853183aeb383e7,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.064984,10,l2,10000,10000,1,4842.653,0.792410,1935.210,341.361,915.296,35.333,1764.280,518.354,2.888,3.031,ok
spacev1M,96,vldb-1m-seven-final-v2-20260715,f169aa816e9387145a9033b457f8b3f64596375ea268af278160eac6da0a77e3,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.161589,10,l2,10000,10000,1,4626.226,0.796260,2022.230,309.844,1300.790,34.520,1689.110,494.922,2.888,3.031,ok
spacev1M,128,vldb-1m-seven-final-v2-20260715,e765e80b88cd6090378d15c5c30efd0ff2c87a1599809aee215a632d97d48ec4,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.114316,10,l2,10000,10000,1,4729.663,0.797750,1969.460,312.472,1116.760,36.695,1675.180,507.96,2.888,3.031,ok
spacev1M,200,vldb-1m-seven-final-v2-20260715,d1a88ca70b33ca648e73d0d6deb0c39b02737f722b828c7559549e5fee066bce,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.274839,10,l2,10000,10000,1,4395.916,0.799140,2084.970,280.464,1390.220,34.231,1703.990,482.471,2.888,3.031,ok
turing1M,48,vldb-1m-seven-final-v2-20260715,f5c8cbdfe70772d28098abb2e3fd006e24a82e5880743ddb4902b91ff476d02c,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.107769,10,l2,10000,10000,1,4744.354,0.593350,1965.620,346.154,986.028,40.761,1680.790,510.608,2.888,3.030,ok
turing1M,64,vldb-1m-seven-final-v2-20260715,c594849ec7b80c00b708cdfa3b494a3eccb00ce047e3617b2b29bfde1800175e,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.122378,10,l2,10000,10000,1,4711.697,0.597240,1957.650,327.566,1106.250,37.489,1722.700,512.736,2.888,3.030,ok
turing1M,96,vldb-1m-seven-final-v2-20260715,0ee1027eb06dff763f536d74335da81bdaef224057cee27b455285482cb4cfc9,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.321499,10,l2,10000,10000,1,4307.561,0.600080,2125.630,340.790,1223.510,36.563,1775.570,475.121,2.888,3.030,ok
turing1M,128,vldb-1m-seven-final-v2-20260715,2dfdc982a987f9fd076120d12588a0818e0c5b3d806978ea9bc9d9c317747690,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.306309,10,l2,10000,10000,1,4335.933,0.601170,2153.980,320.751,1446.960,34.359,1871.420,470.002,2.888,3.030,ok
turing1M,200,vldb-1m-seven-final-v2-20260715,5c3f0a6dc88c174ad904d2f8a51709f84351bf9a4e01cbe1b734b57c68c6e17f,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.419318,10,l2,10000,10000,1,4133.395,0.601880,2220.010,307.108,1566.790,37.631,1751.400,455.876,2.888,3.030,ok
text1M,48,vldb-1m-seven-final-v2-20260715,0aa902d39e4817dbb759b9767538b8ff8c0a9f635233c785fda2adc53bc5df83,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,4.263944,10,ip,10000,10000,1,2345.246,0.639140,4096.480,434.025,930.874,1274.170,2506.850,244.061,4.456,4.596,ok
text1M,64,vldb-1m-seven-final-v2-20260715,796677e5a61abe4f21b43d0f77836ba9b06f6d937f2a93b65e53e7e082fd2977,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.154400,10,ip,10000,10000,1,3170.175,0.643760,2992.270,448.396,1205.610,35.218,2622.730,333.94,4.456,4.596,ok
text1M,96,vldb-1m-seven-final-v2-20260715,62a727409931ff91d020cb8aa80fca590215ed6edb15e0b03bbf2df4f0f7d7b6,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.315786,10,ip,10000,10000,1,3015.877,0.646960,3083.480,485.822,1334.950,36.535,2506.810,325.315,4.456,4.596,ok
text1M,128,vldb-1m-seven-final-v2-20260715,3aed98fb9f2f8f6ca9e453998fe323ca7b7ee3d2fc83180f11b803b690042bb1,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.919030,10,ip,10000,10000,1,2551.652,0.648530,3582.170,518.505,1883.470,34.737,2951.760,287.462,4.456,4.596,ok
text1M,200,vldb-1m-seven-final-v2-20260715,fafcfad98bd1822ca3833aa731af8a2b6f4c8a97f3d8a956aa9941ce559fb8f2,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.502385,10,ip,10000,10000,1,2855.197,0.649380,3241.290,423.539,2074.650,36.206,2586.650,309.107,4.456,4.596,ok
