dataset,ef,campaign_id,protocol_fingerprint,binary_sha256,threads,duration_s,measurement_mode,processed_queries,expected_queries,failed_queries,wall_seconds,top_k,metric,query_rows,ground_truth_rows,query_rows_per_ground_truth,qps_recomputed,recall,latency_us,network_us,compute_us,meta_us,deserialize_us,raw_qps_buggy,server_rss_before_gb,server_rss_after_gb,status
deep1M,48,vldb-1m-seven-final-v2-20260715,870fe41c194fd698ff25e9f5343d3250bda079f5b87e7987113db52fc7e978f3,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.099176,10,l2,10000,10000,1,4763.774,0.901360,1962.060,387.808,560.780,38.926,1527.100,513.294,2.839,2.981,ok
deep1M,64,vldb-1m-seven-final-v2-20260715,3fd882e3075d98499021ccc40ac1a2388ff2a7a361de1f46722e6d6e2046ede5,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.252892,10,l2,10000,10000,1,4438.738,0.904760,2041.000,384.843,719.042,37.538,1880.430,495.875,2.839,2.981,ok
deep1M,96,vldb-1m-seven-final-v2-20260715,48f7f9a97770c09397c96bfe5d6e73a159703c072a2b935428d64ecf1cadbb7c,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.112019,10,l2,10000,10000,1,4734.807,0.907370,2016.760,338.266,897.069,55.692,1641.060,495.622,2.839,2.981,ok
deep1M,128,vldb-1m-seven-final-v2-20260715,b646c19489cfb973a97af96c26a09820a69b2723bf935c9fbe0a50f25ad96d00,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.085791,10,l2,10000,10000,1,4794.345,0.908310,1877.560,301.421,961.305,37.815,1687.770,534.636,2.839,2.981,ok
deep1M,200,vldb-1m-seven-final-v2-20260715,6dcd0bb23cb6d688e5ce44deb07de8e191ebdba3eda367ba8aa347006476c6bc,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.185598,10,l2,10000,10000,1,4575.408,0.908900,1985.730,299.488,1063.920,36.440,1532.700,509.848,2.839,2.981,ok
bigann1M,48,vldb-1m-seven-final-v2-20260715,dad5afb83d9cf7470763d357a2ac743e737ab78b4e70be27c0ff41c3e27c7452,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.090627,10,l2,10000,10000,1,4783.254,0.880770,1920.400,274.443,634.898,39.498,1698.120,520.233,3.313,3.458,ok
bigann1M,64,vldb-1m-seven-final-v2-20260715,06d405f9d4fbd66637f2e626a4e6971301a341b32cd78b5eb0e3e4e2f7e13fa6,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,4.590625,10,l2,10000,10000,1,2178.353,0.883070,4164.300,377.560,793.112,36.385,3120.670,240.71,3.313,3.458,ok
bigann1M,96,vldb-1m-seven-final-v2-20260715,44323c4933ce3ec1c4ebf2f1df43973647e211c3c3b68a6dc3241425cf04174d,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.326064,10,l2,10000,10000,1,4299.107,0.884510,2216.260,400.271,1126.060,32.425,2000.610,451.109,3.313,3.458,ok
bigann1M,128,vldb-1m-seven-final-v2-20260715,dfd26cdd4408562de35cddf13d4493d645d24a8138e3a942f2ac820ad8e4d35b,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.723340,10,l2,10000,10000,1,3671.962,0.884840,2386.280,383.347,1274.360,34.344,1914.850,423.641,3.313,3.458,ok
bigann1M,200,vldb-1m-seven-final-v2-20260715,983974163a1229d50a3daf8b68ce12084d988bab931278ef188300c92d6be317,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.716262,10,l2,10000,10000,1,3681.530,0.884980,2480.490,364.847,1666.040,37.787,2042.160,405.234,3.313,3.458,ok
spacev1M,48,vldb-1m-seven-final-v2-20260715,2e657c7c4166dd8d923a87931c8db1d8068d79e30fde51196849943e642030d7,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,1.854394,10,l2,10000,10000,1,5392.597,0.787280,1741.690,271.936,610.838,33.777,1546.990,574.806,2.888,3.031,ok
spacev1M,64,vldb-1m-seven-final-v2-20260715,c25d5b33850d653370e034643c93798693f2a35973aee3606d853183aeb383e7,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.332646,10,l2,10000,10000,1,4286.977,0.792160,2163.610,390.372,902.640,36.207,1871.020,475.118,2.888,3.031,ok
spacev1M,96,vldb-1m-seven-final-v2-20260715,f169aa816e9387145a9033b457f8b3f64596375ea268af278160eac6da0a77e3,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.265361,10,l2,10000,10000,1,4414.308,0.796320,2026.490,288.179,780.529,36.760,1824.790,513.821,2.888,3.031,ok
spacev1M,128,vldb-1m-seven-final-v2-20260715,e765e80b88cd6090378d15c5c30efd0ff2c87a1599809aee215a632d97d48ec4,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.153665,10,l2,10000,10000,1,4643.249,0.797820,1982.630,277.720,1225.350,38.415,1709.330,506.249,2.888,3.031,ok
spacev1M,200,vldb-1m-seven-final-v2-20260715,d1a88ca70b33ca648e73d0d6deb0c39b02737f722b828c7559549e5fee066bce,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.495116,10,l2,10000,10000,1,4007.829,0.799200,2253.360,314.462,1399.280,36.188,1847.890,453.236,2.888,3.031,ok
turing1M,48,vldb-1m-seven-final-v2-20260715,f5c8cbdfe70772d28098abb2e3fd006e24a82e5880743ddb4902b91ff476d02c,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.312741,10,l2,10000,10000,1,4323.874,0.593390,2097.130,370.812,708.408,35.140,1750.850,487.071,2.888,3.030,ok
turing1M,64,vldb-1m-seven-final-v2-20260715,c594849ec7b80c00b708cdfa3b494a3eccb00ce047e3617b2b29bfde1800175e,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.015120,10,l2,10000,10000,1,4962.483,0.597210,1776.310,284.853,917.043,31.558,1551.520,564.517,2.888,3.030,ok
turing1M,96,vldb-1m-seven-final-v2-20260715,0ee1027eb06dff763f536d74335da81bdaef224057cee27b455285482cb4cfc9,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.275980,10,l2,10000,10000,1,4393.712,0.600100,2068.040,351.339,1158.990,35.286,1684.850,485.826,2.888,3.030,ok
turing1M,128,vldb-1m-seven-final-v2-20260715,2dfdc982a987f9fd076120d12588a0818e0c5b3d806978ea9bc9d9c317747690,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.269376,10,l2,10000,10000,1,4406.497,0.601160,2080.320,334.022,1218.850,34.438,1616.100,486.503,2.888,3.030,ok
turing1M,200,vldb-1m-seven-final-v2-20260715,5c3f0a6dc88c174ad904d2f8a51709f84351bf9a4e01cbe1b734b57c68c6e17f,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.260487,10,l2,10000,10000,1,4423.825,0.601930,1928.610,260.084,1282.930,36.764,1540.120,532.09,2.888,3.030,ok
text1M,48,vldb-1m-seven-final-v2-20260715,0aa902d39e4817dbb759b9767538b8ff8c0a9f635233c785fda2adc53bc5df83,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.088521,10,ip,10000,10000,1,3237.795,0.639120,2930.910,485.418,1268.870,34.187,2567.400,341.613,4.456,4.597,ok
text1M,64,vldb-1m-seven-final-v2-20260715,796677e5a61abe4f21b43d0f77836ba9b06f6d937f2a93b65e53e7e082fd2977,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.287226,10,ip,10000,10000,1,3042.078,0.643720,3180.840,484.117,1442.100,39.595,2608.180,314.063,4.456,4.597,ok
text1M,96,vldb-1m-seven-final-v2-20260715,62a727409931ff91d020cb8aa80fca590215ed6edb15e0b03bbf2df4f0f7d7b6,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.214532,10,ip,10000,10000,1,3110.873,0.646960,2908.900,427.936,1463.410,38.800,2466.460,345.054,4.456,4.597,ok
text1M,128,vldb-1m-seven-final-v2-20260715,3aed98fb9f2f8f6ca9e453998fe323ca7b7ee3d2fc83180f11b803b690042bb1,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.545501,10,ip,10000,10000,1,2820.476,0.648410,3275.710,463.912,1923.160,34.180,2627.190,306.581,4.456,4.597,ok
text1M,200,vldb-1m-seven-final-v2-20260715,fafcfad98bd1822ca3833aa731af8a2b6f4c8a97f3d8a956aa9941ce559fb8f2,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.689653,10,ip,10000,10000,1,2710.282,0.649400,3406.200,434.639,2160.530,37.196,2768.620,295.637,4.456,4.597,ok
