dataset,ef,campaign_id,protocol_fingerprint,binary_sha256,threads,duration_s,measurement_mode,processed_queries,expected_queries,failed_queries,wall_seconds,top_k,metric,query_rows,ground_truth_rows,query_rows_per_ground_truth,qps_recomputed,recall,latency_us,network_us,compute_us,meta_us,deserialize_us,raw_qps_buggy,server_rss_before_gb,server_rss_after_gb,status
deep1M,48,vldb-1m-seven-final-v2-20260715,870fe41c194fd698ff25e9f5343d3250bda079f5b87e7987113db52fc7e978f3,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.045966,10,l2,10000,10000,1,4887.666,0.901250,1901.540,344.370,603.228,35.197,1653.640,527.215,2.839,2.983,ok
deep1M,64,vldb-1m-seven-final-v2-20260715,3fd882e3075d98499021ccc40ac1a2388ff2a7a361de1f46722e6d6e2046ede5,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.044529,10,l2,10000,10000,1,4891.102,0.904790,1916.750,360.096,699.595,37.910,1537.590,523.907,2.839,2.983,ok
deep1M,96,vldb-1m-seven-final-v2-20260715,48f7f9a97770c09397c96bfe5d6e73a159703c072a2b935428d64ecf1cadbb7c,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.225499,10,l2,10000,10000,1,4493.375,0.907470,2014.040,358.993,842.002,33.458,1639.810,505.831,2.839,2.983,ok
deep1M,128,vldb-1m-seven-final-v2-20260715,b646c19489cfb973a97af96c26a09820a69b2723bf935c9fbe0a50f25ad96d00,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.205176,10,l2,10000,10000,1,4534.786,0.908310,1991.700,342.310,843.193,34.857,1659.780,509.489,2.839,2.983,ok
deep1M,200,vldb-1m-seven-final-v2-20260715,6dcd0bb23cb6d688e5ce44deb07de8e191ebdba3eda367ba8aa347006476c6bc,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.299614,10,l2,10000,10000,1,4348.555,0.908900,2057.650,327.018,1249.100,34.390,1753.080,491.476,2.839,2.983,ok
bigann1M,48,vldb-1m-seven-final-v2-20260715,dad5afb83d9cf7470763d357a2ac743e737ab78b4e70be27c0ff41c3e27c7452,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.124553,10,l2,10000,10000,1,4706.873,0.880770,1995.990,322.388,596.725,32.116,1759.060,501.187,3.313,3.457,ok
bigann1M,64,vldb-1m-seven-final-v2-20260715,06d405f9d4fbd66637f2e626a4e6971301a341b32cd78b5eb0e3e4e2f7e13fa6,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.205903,10,l2,10000,10000,1,4533.291,0.882930,2074.210,347.862,817.052,34.801,1842.820,482.338,3.313,3.457,ok
bigann1M,96,vldb-1m-seven-final-v2-20260715,44323c4933ce3ec1c4ebf2f1df43973647e211c3c3b68a6dc3241425cf04174d,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.591985,10,l2,10000,10000,1,3858.047,0.884500,2339.490,417.705,1261.430,38.870,2080.350,432.73,3.313,3.457,ok
bigann1M,128,vldb-1m-seven-final-v2-20260715,dfd26cdd4408562de35cddf13d4493d645d24a8138e3a942f2ac820ad8e4d35b,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.993034,10,l2,10000,10000,1,3341.092,0.884830,2750.780,465.841,1350.440,38.791,2274.150,364.582,3.313,3.457,ok
bigann1M,200,vldb-1m-seven-final-v2-20260715,983974163a1229d50a3daf8b68ce12084d988bab931278ef188300c92d6be317,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.671714,10,l2,10000,10000,1,3742.915,0.884980,2427.140,339.548,1660.540,37.077,2071.430,414.301,3.313,3.457,ok
spacev1M,48,vldb-1m-seven-final-v2-20260715,2e657c7c4166dd8d923a87931c8db1d8068d79e30fde51196849943e642030d7,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,1.970467,10,l2,10000,10000,1,5074.939,0.787370,1835.720,232.804,572.972,38.171,1514.230,545.83,2.888,3.030,ok
spacev1M,64,vldb-1m-seven-final-v2-20260715,c25d5b33850d653370e034643c93798693f2a35973aee3606d853183aeb383e7,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,1.961190,10,l2,10000,10000,1,5098.946,0.792360,1851.000,297.715,898.000,33.969,1686.960,540.172,2.888,3.030,ok
spacev1M,96,vldb-1m-seven-final-v2-20260715,f169aa816e9387145a9033b457f8b3f64596375ea268af278160eac6da0a77e3,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.323082,10,l2,10000,10000,1,4304.626,0.796310,2128.040,374.533,1153.780,34.452,1797.720,478.326,2.888,3.030,ok
spacev1M,128,vldb-1m-seven-final-v2-20260715,e765e80b88cd6090378d15c5c30efd0ff2c87a1599809aee215a632d97d48ec4,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.334782,10,l2,10000,10000,1,4283.055,0.797790,2094.910,366.859,1187.390,34.838,1777.970,480.022,2.888,3.030,ok
spacev1M,200,vldb-1m-seven-final-v2-20260715,d1a88ca70b33ca648e73d0d6deb0c39b02737f722b828c7559549e5fee066bce,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.300824,10,l2,10000,10000,1,4346.269,0.799140,2103.920,292.960,1617.800,34.505,1568.770,479.816,2.888,3.030,ok
turing1M,48,vldb-1m-seven-final-v2-20260715,f5c8cbdfe70772d28098abb2e3fd006e24a82e5880743ddb4902b91ff476d02c,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,1.798282,10,l2,10000,10000,1,5560.863,0.593460,1715.840,278.248,602.588,36.030,1548.580,581.569,2.888,3.029,ok
turing1M,64,vldb-1m-seven-final-v2-20260715,c594849ec7b80c00b708cdfa3b494a3eccb00ce047e3617b2b29bfde1800175e,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.125881,10,l2,10000,10000,1,4703.932,0.597330,1897.720,324.802,1001.930,31.352,1683.600,531.246,2.888,3.029,ok
turing1M,96,vldb-1m-seven-final-v2-20260715,0ee1027eb06dff763f536d74335da81bdaef224057cee27b455285482cb4cfc9,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.393117,10,l2,10000,10000,1,4178.651,0.600090,2071.590,337.961,1073.640,37.870,1837.710,493.367,2.888,3.029,ok
turing1M,128,vldb-1m-seven-final-v2-20260715,2dfdc982a987f9fd076120d12588a0818e0c5b3d806978ea9bc9d9c317747690,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.305559,10,l2,10000,10000,1,4337.344,0.601140,2087.820,285.157,1139.760,34.448,1578.150,486.94,2.888,3.029,ok
turing1M,200,vldb-1m-seven-final-v2-20260715,5c3f0a6dc88c174ad904d2f8a51709f84351bf9a4e01cbe1b734b57c68c6e17f,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.433812,10,l2,10000,10000,1,4108.780,0.601890,2186.320,306.961,1541.510,36.854,1768.470,462.829,2.888,3.029,ok
text1M,48,vldb-1m-seven-final-v2-20260715,0aa902d39e4817dbb759b9767538b8ff8c0a9f635233c785fda2adc53bc5df83,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.023108,10,ip,10000,10000,1,3307.854,0.639640,2825.640,439.391,1035.760,38.784,2605.560,353.705,4.455,4.597,ok
text1M,64,vldb-1m-seven-final-v2-20260715,796677e5a61abe4f21b43d0f77836ba9b06f6d937f2a93b65e53e7e082fd2977,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,2.876242,10,ip,10000,10000,1,3476.759,0.643730,2710.520,374.339,1080.280,33.793,2479.900,368.367,4.455,4.597,ok
text1M,96,vldb-1m-seven-final-v2-20260715,62a727409931ff91d020cb8aa80fca590215ed6edb15e0b03bbf2df4f0f7d7b6,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.323243,10,ip,10000,10000,1,3009.109,0.647100,3158.480,460.282,1517.310,33.251,2681.470,316.678,4.455,4.597,ok
text1M,128,vldb-1m-seven-final-v2-20260715,3aed98fb9f2f8f6ca9e453998fe323ca7b7ee3d2fc83180f11b803b690042bb1,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.453515,10,ip,10000,10000,1,2895.600,0.648540,3218.430,465.798,1996.610,32.921,2644.830,312.934,4.455,4.597,ok
text1M,200,vldb-1m-seven-final-v2-20260715,fafcfad98bd1822ca3833aa731af8a2b6f4c8a97f3d8a956aa9941ce559fb8f2,beba583132396a9cac70b717ff232b28daebf16fdcfd7701a1f1c3d9848648ba,10,20,fixed_query_pool,10000,10000,0,3.392142,10,ip,10000,10000,1,2947.990,0.649370,3034.920,387.863,2020.050,36.472,2320.520,330.898,4.455,4.597,ok
